Unique ID,Primary Handle,All Aliases,AKA,Real Name,Pronounciation,Date of Birth,Country,Twitch,Tiktok,Twitter,Photo URL,,,,,,,,
MENA-P-10001,Ahmad,,,Ahmad Abdullah,,18/11/2002,Saudi Arabia,,,,https://liquipedia.net/commons/images/1/15/RLCS_Worlds_2024_LAN_Michal_Konkol_hockser.jpg,,,,,,,,
MENA-P-10002,M7sn,,,Abdulmohsen Al-Khamis,,03/06/2005,Saudi Arabia,,,,https://liquipedia.net/commons/images/c/c4/RLCS_Worlds_2024_LAN_Michal_Konkol_JKnaps.jpg,,,,,,,,
MENA-P-10003,Smw,,,Osama Ahmed Al-Humaidan,,31/08/2004,Saudi Arabia,,,,https://liquipedia.net/commons/images/2/25/Kofyr_RLCS_2026_Kickoff_Week_End_Michal_Konkol.jpg,,,,,,,,
MENA-P-10004,Abdullah,,,Abdullah,,30/06/2008,Saudi Arabia,,,,https://liquipedia.net/commons/images/c/c4/Lj_RLCS_2026_Kickoff_Week_End_Michal_Konkol.jpg,,,,,,,,
MENA-P-10005,Ghaazi,,,Ghazi Al-Otaibi,,14/10/2005,Saudi Arabia,,,,https://liquipedia.net/commons/images/6/69/MaJicBear_RLCS_2026_Kickoff_Week_End_Michal_Konkol.jpg,,,,,,,,
MENA-P-10006,Twiz,,,Mohammed Zaid Al-Saeed,,09/02/2004,Saudi Arabia,,,,https://liquipedia.net/commons/images/4/47/RLCS_World_Championship_2025_LAN_Michal_Konkol_Retals.jpg,,,,,,,,
NA-P-10001,CHEESE.,,,Carlos Aguado,,15/06/2005,United States,,,,https://liquipedia.net/commons/images/0/03/Reveal_RLCS_2026_Kickoff_Week_End_Michal_Konkol.jpg,,,,,,,,
NA-P-10002,Chicago,,,Reed Wilen,,12/06/2001,United States,,,,https://liquipedia.net/commons/images/c/cc/RLCS_World_Championship_2025_LAN_Michal_Konkol_Scrzbbles.jpg,,,,,,,,
NA-P-10003,comm,,,Robert Kyser,,01/10/2003,United States,,,,https://liquipedia.net/commons/images/5/53/RLCS_World_Championship_2025_LAN_Michal_Konkol_Amphis.jpg,,,,,,,,
NA-P-10004,hockser,,,Colby James,,23/01/2002,United States,,,,https://liquipedia.net/commons/images/6/6b/RLCS_World_Championship_2025_LAN_Michal_Konkol_bananahead.jpg,,,,,,,,
NA-P-10005,JKnaps,,,Jacob Knapman,,30/09/1999,Canada,,,,https://liquipedia.net/commons/images/e/e4/RLCS_World_Championship_2025_LAN_Stephanie_Lindgren_Fever.jpg,,,,,,,,
NA-P-10006,kofyr,kxfyr,,Angel Lopez,,02/05/2007,United States,,,,https://liquipedia.net/commons/images/4/47/RLCS_World_Championship_2025_LAN_Michal_Konkol_kaka.jpg,,,,,,,,
NA-P-10007,Lj,,,Logan Wilt,,23/04/2005,United States,,,,https://liquipedia.net/commons/images/3/3b/RLCS_World_Championship_2025_LAN_Michal_Konkol_Superlachie.jpg,,,,,,,,
NA-P-10008,MaJicBear,,,Christopher Acevedo,,25/12/2004,United States,,,,https://liquipedia.net/commons/images/8/80/RLCS_Birmingham_Major_2025_LAN_Michal_Konkol_Torsos.jpg,,,,,,,,
NA-P-10009,retals,,,Slater Thomas,,02/01/2003,United States,,,,https://liquipedia.net/commons/images/5/57/RLCS_World_Championship_2025_LAN_Michal_Konkol_kv1.jpg,,,,,,,,
NA-P-10010,reveal,,,Jack LeDuc,,18/06/2007,United States,,,,https://liquipedia.net/commons/images/a/a7/RLCS_World_Championship_2025_LAN_Michal_Konkol_Motta.jpg,,,,,,,,
NA-P-10011,Scrzbbles,scribkep,,Zachary Stone,,05/11/2009,United States,,,,https://liquipedia.net/commons/images/a/ac/RLCS_Birmingham_Major_2025_LAN_Michal_Konkol_swiftt.jpg,,,,,,,,
NA-P-10012,noly,,,Joseph Kidd,,02/02/2002,England,,,,https://liquipedia.net/commons/images/2/26/RLCS_Worlds_2022_LAN_João_Ferreira_Commutator.jpg,,,,,,,,
NA-P-10012,ajg,,,Lautaro Francisco Gusinsky,,19/06/2004,Argentina,,,,https://liquipedia.net/commons/images/2/26/RLCS_Copenhagen_Major_2024_LAN_Adela_Sznajder_LCT.jpg,,,,,,,,
NA-P-10013,Atomic,,,Massimo Franceschi,,12/08/2003,United States,,,,https://liquipedia.net/commons/images/c/ce/RLCS_Worlds_2024_LAN_Rachel_Mathews_Maxeew.jpg,,,,,,,,
NA-P-10014,BeastMode,,,Landon Konerman,,03/08/2005,United States,,,,https://liquipedia.net/commons/images/f/f8/RLCS_Worlds_2023_LAN_Michal_Konkol_ReaLize.jpg,,,,,,,,
NA-P-10015,,,,,,,,,,,https://liquipedia.net/commons/images/a/a4/RLCS_Worlds_2022_LAN_João_Ferreira_Sigms.jpg,,,,,,,,
NA-P-10016,Chronic,,,Nick Iwanski,,05/09/2005,United States,,,,https://liquipedia.net/commons/images/7/79/RLCS_Worlds_2022_LAN_João_Ferreira_Tenhow.jpg,,,,,,,,
NA-P-10017,crr,,,Cristian Fernández Raigal,,05/09/2005,Spain,,,,https://liquipedia.net/commons/images/9/95/FIFAe_World_Cup_ajg.jpg,,,,,,,,
NA-P-10018,Daniel,,,Daniel Piecenski,,05/12/2006,United States,,,,https://liquipedia.net/commons/images/6/67/RLCS_Raleigh_Major_2025_LAN_Michal_Konkol_ApparentlyJack.jpg,,,,,,,,
NA-P-10019,Firstkiller,,,Jason Corral,,19/12/2004,United States,,,,https://liquipedia.net/commons/images/7/7a/RLCS_World_Championship_2025_LAN_Michal_Konkol_Abdullah.jpg,,,,,,,,
NA-P-10020,torment,,,Kyle Storer,,06/06/2000,United States,,,,https://liquipedia.net/commons/images/d/de/RLCS_World_Championship_2025_LAN_Michal_Konkol_Ghaazi.jpg,,,,,,,,
OCE-P-10001,Amphis,"PWR Amphis, KCP Amphis",,Luke Riddell,,21/07/2003,Australia,,,,https://liquipedia.net/commons/images/8/86/RLCS_Worlds_2022_LAN_João_Ferreira_Twiz.jpg,,,,,,,,
OCE-P-10002,bananahead,,,Jon Anastasakis,,23/01/2006,Australia,,,,https://liquipedia.net/commons/images/e/ec/RLCS_Raleigh_Major_2025_LAN_Michal_Konkol_Atomic.jpg,,,,,,,,
OCE-P-10003,Fever,"Fever, PWR Fever",,Lachlan Aitchison,,06/12/2004,Australia,,,,https://liquipedia.net/commons/images/4/4c/EWC25_RL_Viola_Schuldner_Beastmode.jpg,,,,,,,,
OCE-P-10004,kaka,,,Josh Watters,,19/11/2003,Australia,,,,,,,,,,,,
OCE-P-10005,Superlachie,"Superlachieeeee, KCP Superlachie",,Lachlan Gordon,,16/10/2005,Australia,,,,https://liquipedia.net/commons/images/c/cf/EWC25_RL_Viola_Schuldner_Chronic.jpg,,,,,,,,
OCE-P-10006,Torsos,PWR Torsos,,Daniel Parsons,,30/08/2000,Australia,,,,https://liquipedia.net/commons/images/3/36/Crr_RLCS_2026_Kickoff_Week_End_Michal_Konkol.jpg,,,,,,,,
OCE-P-10007,CJCJ,,,Cameron Johns,,06/08/1998,Australia,,,,https://liquipedia.net/commons/images/4/45/EWC25_RL_Viola_Schuldner_Daniel.jpg,,,,,,,,
OCE-P-10009,hntr,,,Hunter Tomeski,,14/08/2007,Australia,,,,https://liquipedia.net/commons/images/b/b8/FirstKiller_RLCS_2026_Kickoff_Week_End_Michal_Konkol.jpg,,,,,,,,
OCE-P-10010,Kamii,,,Cameron Ingram,,21/09/2000,Australia,,,,https://liquipedia.net/commons/images/9/91/FIFAe_World_Cup_torment.jpg,,,,,,,,
OCE-P-10011,Fibérr,KCP Fib��rr,,Ezequiel Aranda-Lovito,,18/03/2005,Australia,,,,https://liquipedia.net/commons/images/0/0a/RLCS_London_Major_2024_LAN_Michal_Konkol_CJCJ.jpg,,,,,,,,
OCE-P-10014,Scrub,,,Ethan Klumpp,,02/09/2005,Australia,,,,https://liquipedia.net/commons/images/2/27/Esports_World_Cup_2024_RL_David_Patlut_hntr.jpg,,,,,,,,
SAM-P-10001,kv1.exe,,,Danilo Michelini,,20/02/2006,Brazil,,,,https://liquipedia.net/commons/images/1/13/RLCS_Spring_Major_2022-23_LAN_Michal_Konkol_Kamii.jpg,,,,,,,,
SAM-P-10001,Aztromick,aztrom1ck,,Luiz Fellipe Lopes Gomes,,15/05/2004,Brazil,,,,https://liquipedia.net/commons/images/0/0d/RLCS_Birmingham_Major_2025_LAN_Michal_Konkol_Fibérr.jpg,,,,,,,,
SAM-P-10002,Motta,,,João Vitor Brito Motta,,11/10/2006,Brazil,,,,https://liquipedia.net/commons/images/c/cb/Gamers8_2023_Rocket_League_Luc_Bouchon_Scrub.jpg,,,,,,,,
SAM-P-10002,brad,,,Pedro Henrique Lima,,01/11/2004,Brazil,,,,https://liquipedia.net/commons/images/9/95/RLCS_Worlds_2022_LAN_Stephanie_Lindgren_AztromicK.jpg,,,,,,,,
SAM-P-10003,swiftt.,swiftt./,,Pedro Henrique Lewy Gomes,,15/08/2008,Brazil,,,,https://liquipedia.net/commons/images/1/16/RLCS_World_Championship_2025_LAN_Michal_Konkol_brad.jpg,,,,,,,,
SAM-P-10003,droppz,,,Guilherme Siqueira,,20/10/2003,Brazil,,,,https://liquipedia.net/commons/images/5/57/RLCS_Worlds_2023_LAN_Adela_Sznajder_droppz.jpg,,,,,,,,
SAM-P-10004,kv1,,,Danilo Michelini,,20/02/2006,Brazil,,,,https://liquipedia.net/commons/images/e/e5/RLCS_Raleigh_Major_2025_LAN_Michal_Konkol_kv1.jpg,,,,,,,,
SAM-P-10005,Lostt,,,Gabriel Souza Buzon,,29/03/2005,Brazil,,,,https://liquipedia.net/commons/images/9/96/RLCS_World_Championship_2025_LAN_Michal_Konkol_Lostt.jpg,,,,,,,,
SAM-P-10006,math,,,Matheus Gonçalves,,05/10/2002,Brazil,,,,https://liquipedia.net/commons/images/e/e6/RLCS_Worlds_2022_LAN_João_Ferreira_math.jpg,,,,,,,,
SAM-P-10007,nxghtt,,,Olímpio Torres,,04/07/2006,Brazil,,,,https://liquipedia.net/commons/images/4/46/Gamers8_2023_Rocket_League_Igor_Bezborodov_nxghtt.jpg,,,,,,,,
SAM-P-10008,Reysbull,,,Victor Duran Parra,,20/02/2004,Chile,,,,https://liquipedia.net/commons/images/1/1c/RLCS_World_Championship_2025_LAN_Michal_Konkol_Reysbull.jpg,,,,,,,,
SAM-P-10009,Sad,,,Roberto Lima de Souza,,08/09/2005,Brazil,,,,https://liquipedia.net/commons/images/e/e4/Gamers8_2023_Rocket_League_Igor_Bezborodov_Sad.jpg,,,,,,,,
OCE-P-10015,gus,,,,,,,,,,,,,,,,,,
EU-P-10015,Joreuz,,,,,,,,,,,,,,,,,,
